,ALFAA,ALFAA,ALFAA,AMXL,AMXL,AMXL,BIMBOA,BIMBOA,BIMBOA,CEMEXCPO,CEMEXCPO,CEMEXCPO,FEMSAUBD,FEMSAUBD,FEMSAUBD,WALMEX,WALMEX,WALMEX
179,-0.05,15.38,1.65,-0.03,14.82,1.24,0.00,35.29,3.06,-0.01,7.10,0.59,0.03,186.95,13.59,-0.04,52.74,4.59
180,-0.01,16.07,1.62,-0.02,15.06,1.23,0.03,36.42,3.34,-0.01,7.08,0.59,0.04,189.07,14.62,0.03,56.65,4.93
181,-0.09,14.75,1.83,-0.04,14.67,1.26,0.01,35.88,3.17,0.01,7.25,0.62,-0.04,174.04,12.22,0.05,57.83,5.42
182,0.07,17.28,2.01,0.10,16.87,1.98,-0.02,34.82,3.03,0.02,7.30,0.63,0.06,193.14,17.06,0.02,56.00,4.72
183,-0.08,14.94,1.76,0.00,15.37,1.26,0.03,36.29,3.30,0.03,7.35,0.65,-0.03,176.38,11.82,-0.12,48.81,6.38
184,-0.02,15.77,1.61,-0.05,14.58,1.28,0.06,37.46,3.79,-0.07,6.70,0.65,-0.04,174.50,12.10,-0.02,54.18,4.47
185,-0.07,15.02,1.74,-0.02,15.09,1.23,-0.03,34.15,3.06,-0.05,6.83,0.61,0.00,181.49,11.95,0.11,61.33,7.69
186,0.02,16.48,1.69,-0.01,15.11,1.23,-0.03,34.26,3.04,0.01,7.20,0.61,0.02,184.47,12.67,0.06,58.24,5.62
187,-0.03,15.66,1.61,-0.02,15.04,1.23,-0.02,34.65,3.03,-0.01,7.06,0.59,-0.04,174.84,12.03,-0.02,54.24,4.47
188,0.05,17.03,1.89,0.03,15.85,1.39,0.02,35.93,3.19,-0.02,7.02,0.59,-0.02,178.34,11.69,0.00,55.38,4.59
189,-0.01,15.94,1.61,0.00,15.30,1.25,0.04,36.65,3.42,0.02,7.31,0.63,0.02,184.80,12.79,-0.04,52.81,4.58
190,0.04,16.86,1.81,0.01,15.50,1.28,0.05,37.18,3.66,0.01,7.21,0.61,-0.01,180.37,11.78,0.03,57.03,5.06
191,0.03,16.60,1.73,-0.02,15.08,1.23,0.05,37.25,3.69,0.07,7.67,0.80,-0.04,174.04,12.22,-0.04,52.92,4.56
192,0.05,16.94,1.85,-0.03,14.92,1.23,0.02,36.18,3.26,-0.01,7.08,0.59,0.02,184.57,12.70,0.05,57.98,5.49
193,0.02,16.43,1.68,0.05,16.15,1.53,-0.02,34.80,3.03,-0.02,6.99,0.59,-0.01,179.60,11.74,0.05,57.91,5.46
194,0.00,16.19,1.64,0.02,15.72,1.34,0.06,37.53,3.83,-0.03,6.94,0.59,0.00,180.75,11.82,-0.06,52.01,4.78
195,-0.11,14.51,1.94,-0.01,15.17,1.23,0.01,35.86,3.17,-0.03,6.97,0.59,-0.01,179.96,11.76,-0.06,52.03,4.77
196,0.01,16.25,1.65,0.00,15.34,1.25,0.02,36.01,3.21,-0.01,7.07,0.59,0.02,184.47,12.67,0.01,55.61,4.63
197,-0.02,15.89,1.61,0.01,15.43,1.27,0.04,36.97,3.56,-0.05,6.83,0.61,-0.01,179.97,11.76,0.00,54.87,4.50
198,0.03,16.60,1.73,0.02,15.63,1.32,0.03,36.55,3.38,0.00,7.17,0.60,0.00,181.49,11.95,0.01,55.65,4.64
199,0.03,16.66,1.75,0.03,15.86,1.39,0.03,36.48,3.36,0.01,7.22,0.61,-0.05,173.02,12.50,0.04,57.34,5.19
200,-0.13,14.20,2.12,-0.04,14.70,1.26,-0.06,33.41,3.20,0.02,7.28,0.63,-0.02,178.05,11.69,0.01,55.53,4.61
201,-0.05,15.38,1.65,-0.03,14.85,1.24,-0.02,34.71,3.03,-0.06,6.71,0.64,-0.01,179.30,11.73,-0.03,53.72,4.47
202,0.03,16.60,1.73,0.05,16.12,1.51,-0.03,34.37,3.03,0.02,7.28,0.62,-0.02,178.00,11.69,-0.03,53.46,4.49
203,0.00,16.22,1.64,0.00,15.31,1.25,-0.02,34.69,3.03,0.00,7.14,0.60,-0.03,176.95,11.75,0.01,55.87,4.68
204,0.03,16.72,1.77,-0.02,14.97,1.23,0.07,37.90,4.04,-0.04,6.88,0.60,0.05,191.08,15.76,0.03,57.02,5.05
205,0.11,18.04,2.48,0.01,15.45,1.27,-0.02,34.79,3.03,0.00,7.18,0.60,-0.06,171.27,13.09,0.04,57.20,5.13
206,0.02,16.43,1.68,0.03,15.78,1.37,0.04,36.75,3.46,-0.03,6.96,0.59,0.00,182.06,12.06,0.01,55.44,4.60
207,0.14,18.65,2.94,-0.03,14.94,1.23,0.01,35.74,3.14,-0.01,7.06,0.59,0.01,182.53,12.16,0.04,57.64,5.33
208,0.02,16.49,1.70,0.02,15.70,1.34,0.04,36.91,3.53,-0.01,7.09,0.59,0.02,184.91,12.83,-0.04,52.90,4.56
209,0.08,17.54,2.15,0.03,15.72,1.35,-0.05,33.64,3.14,0.02,7.27,0.62,0.03,186.68,13.47,0.07,59.04,6.08
210,-0.12,14.34,2.04,-0.03,14.92,1.23,-0.05,33.76,3.11,0.03,7.41,0.67,-0.04,174.74,12.04,-0.01,54.39,4.47
211,0.04,16.82,1.80,-0.01,15.21,1.23,-0.03,34.45,3.03,0.03,7.37,0.65,-0.01,180.16,11.77,-0.05,52.49,4.64
212,0.07,17.34,2.04,-0.06,14.44,1.32,0.09,38.86,4.67,-0.03,6.96,0.59,0.01,184.22,12.59,0.09,60.04,6.74
213,-0.06,15.25,1.67,0.01,15.52,1.29,-0.04,34.00,3.08,0.03,7.34,0.64,-0.02,178.44,11.69,-0.05,52.31,4.69
214,-0.02,15.77,1.61,0.09,16.75,1.90,0.01,35.83,3.16,-0.01,7.09,0.59,0.03,187.79,13.99,0.02,56.18,4.77
215,0.04,16.74,1.78,-0.04,14.75,1.25,0.01,35.62,3.12,0.01,7.22,0.61,-0.02,177.31,11.71,-0.05,52.68,4.60
216,0.02,16.42,1.68,0.04,15.94,1.43,0.04,36.74,3.45,0.02,7.33,0.64,0.00,181.63,11.97,0.02,56.21,4.78
217,-0.03,15.61,1.61,-0.03,14.91,1.23,0.00,35.24,3.06,-0.01,7.12,0.59,0.00,182.39,12.13,0.01,55.77,4.66
218,-0.05,15.41,1.64,-0.02,15.10,1.23,-0.03,34.43,3.03,-0.02,7.00,0.59,-0.01,179.53,11.74,-0.09,50.49,5.38
219,-0.11,14.50,1.95,-0.04,14.71,1.26,-0.15,30.50,4.76,-0.01,7.12,0.59,0.00,181.08,11.88,-0.02,53.98,4.46
220,0.06,17.17,1.96,0.04,15.95,1.43,0.02,36.08,3.23,0.07,7.66,0.79,-0.03,175.84,11.88,0.10,61.11,7.52
221,0.06,17.10,1.92,0.05,16.17,1.54,0.04,36.90,3.53,0.03,7.40,0.66,-0.01,179.77,11.75,0.02,56.06,4.74
222,0.07,17.26,2.00,-0.04,14.74,1.25,0.00,35.52,3.10,-0.02,7.05,0.59,0.02,184.28,12.61,-0.04,52.91,4.56
223,0.03,16.63,1.74,0.02,15.64,1.32,0.03,36.57,3.39,-0.02,7.05,0.59,0.01,182.90,12.23,-0.02,54.22,4.47
224,-0.11,14.50,1.95,-0.05,14.52,1.30,-0.09,32.41,3.57,0.00,7.13,0.59,-0.03,175.55,11.92,-0.04,52.73,4.59
225,0.08,17.51,2.14,-0.07,14.36,1.35,0.02,35.98,3.20,0.00,7.17,0.60,-0.03,176.45,11.81,-0.05,52.39,4.67
226,-0.01,16.00,1.61,0.01,15.49,1.28,-0.01,35.05,3.04,-0.02,7.03,0.59,0.03,186.54,13.41,0.01,55.87,4.68
227,-0.03,15.65,1.61,0.05,16.20,1.55,-0.05,33.74,3.12,-0.01,7.08,0.59,0.07,194.84,18.25,0.00,54.85,4.50
228,0.03,16.67,1.75,0.02,15.68,1.33,-0.03,34.18,3.05,0.00,7.16,0.60,0.00,181.73,12.00,-0.05,52.53,4.63
229,0.09,17.69,2.24,0.05,16.12,1.51,0.10,39.01,4.77,-0.03,6.97,0.59,0.00,181.88,12.03,0.03,56.80,4.98
230,0.07,17.29,2.01,0.04,15.88,1.40,-0.03,34.20,3.05,-0.02,7.00,0.59,0.02,184.60,12.71,-0.02,53.89,4.46
231,0.10,17.88,2.37,0.04,15.90,1.41,-0.05,33.78,3.11,-0.06,6.75,0.63,0.04,188.93,14.55,0.02,56.44,4.85
232,0.03,16.59,1.73,-0.03,14.82,1.24,0.04,36.64,3.42,0.04,7.49,0.70,-0.01,180.52,11.79,0.01,55.60,4.63
233,0.04,16.90,1.83,0.05,16.12,1.51,0.00,35.22,3.05,0.00,7.18,0.60,0.00,181.87,12.02,0.08,59.77,6.55
234,0.08,17.50,2.13,0.02,15.68,1.33,0.05,37.06,3.60,-0.03,6.93,0.60,0.01,182.88,12.23,0.07,59.17,6.16
235,0.17,19.09,3.31,0.05,16.10,1.50,0.04,36.85,3.50,-0.02,6.99,0.59,0.00,181.68,11.99,0.00,54.95,4.51
236,0.09,17.71,2.26,0.07,16.44,1.69,-0.02,34.55,3.03,0.00,7.13,0.59,0.01,183.52,12.37,0.04,57.24,5.15
237,0.08,17.53,2.15,0.07,16.40,1.67,0.02,36.10,3.24,0.01,7.25,0.62,0.01,182.52,12.16,0.01,55.44,4.60
238,-0.02,15.78,1.61,0.01,15.54,1.29,-0.03,34.20,3.05,0.02,7.27,0.62,0.01,183.24,12.30,-0.04,52.72,4.59
239,-0.09,14.79,1.82,-0.03,14.87,1.24,-0.04,33.97,3.08,-0.03,6.98,0.59,-0.01,180.15,11.77,0.03,56.55,4.89
240,0.02,16.44,1.68,0.05,16.08,1.49,-0.01,34.93,3.03,-0.05,6.81,0.61,0.04,189.19,14.68,-0.07,51.16,5.08
241,-0.05,15.30,1.66,-0.04,14.67,1.26,-0.03,34.25,3.04,0.01,7.23,0.61,-0.03,175.29,11.96,-0.02,54.15,4.47
242,-0.06,15.26,1.67,-0.01,15.15,1.23,-0.02,34.79,3.03,0.00,7.14,0.60,0.00,180.75,11.82,0.06,58.30,5.65
243,-0.06,15.28,1.66,0.01,15.51,1.28,-0.04,34.10,3.06,0.02,7.30,0.63,0.00,180.99,11.86,0.00,55.28,4.57
244,0.02,16.46,1.69,-0.02,15.07,1.23,0.01,35.62,3.12,-0.02,7.04,0.59,0.00,181.75,12.00,0.00,55.13,4.54
245,0.09,17.66,2.23,0.04,15.93,1.42,0.00,35.45,3.09,-0.04,6.88,0.60,0.06,191.85,16.23,-0.03,53.69,4.47
246,-0.05,15.34,1.65,-0.01,15.14,1.23,0.01,35.68,3.13,0.00,7.19,0.60,0.00,182.24,12.10,-0.01,54.42,4.47
247,-0.05,15.37,1.65,0.02,15.69,1.34,0.02,35.94,3.19,-0.04,6.88,0.60,0.01,183.44,12.34,-0.05,52.50,4.64
248,0.02,16.46,1.69,-0.02,15.08,1.23,0.01,35.88,3.17,-0.02,6.99,0.59,-0.08,167.67,14.79,-0.04,52.93,4.56
249,-0.10,14.60,1.90,0.03,15.73,1.35,-0.08,32.76,3.41,-0.03,6.93,0.59,0.01,182.61,12.18,-0.05,52.25,4.71
250,0.00,16.09,1.62,-0.07,14.25,1.39,-0.02,34.68,3.03,-0.05,6.82,0.61,0.00,181.33,11.92,0.01,55.82,4.67
251,0.04,16.75,1.78,0.03,15.73,1.35,-0.03,34.20,3.05,0.00,7.18,0.60,-0.02,177.51,11.69,0.01,55.51,4.61
252,0.06,17.24,1.99,0.07,16.41,1.67,0.06,37.64,3.89,0.01,7.25,0.62,0.02,184.60,12.72,0.07,59.23,6.20
253,0.15,18.76,3.03,-0.01,15.23,1.23,0.05,37.00,3.58,0.00,7.18,0.60,0.02,184.82,12.79,0.04,57.28,5.16
254,0.07,17.37,2.05,0.09,16.84,1.97,-0.01,34.97,3.03,-0.03,6.94,0.59,0.02,185.00,12.86,0.04,57.45,5.24
255,0.04,16.82,1.80,-0.01,15.24,1.23,-0.01,34.88,3.03,-0.02,7.00,0.59,-0.01,179.61,11.74,0.08,59.58,6.42
256,0.12,18.21,2.60,0.11,17.03,2.11,0.07,38.07,4.14,-0.01,7.11,0.59,0.03,187.20,13.71,0.02,56.25,4.79
257,0.17,19.14,3.35,0.09,16.78,1.92,0.00,35.32,3.07,0.02,7.29,0.63,-0.02,177.29,11.72,0.16,64.39,10.31
258,-0.12,14.37,2.02,0.06,16.21,1.56,0.02,35.97,3.20,-0.02,7.01,0.59,0.00,182.10,12.07,0.06,58.24,5.62
259,0.01,16.40,1.67,0.07,16.43,1.69,0.04,36.81,3.49,0.00,7.15,0.60,0.03,186.54,13.41,-0.01,54.31,4.47
260,-0.09,14.77,1.82,0.02,15.61,1.31,0.05,37.36,3.74,0.01,7.23,0.61,0.00,182.11,12.07,-0.01,54.76,4.49
261,-0.02,15.78,1.61,0.01,15.52,1.29,0.03,36.56,3.39,-0.05,6.83,0.61,0.03,186.79,13.52,0.05,57.73,5.37
262,-0.03,15.71,1.61,-0.01,15.24,1.24,0.02,35.94,3.19,-0.01,7.08,0.59,-0.02,178.71,11.70,-0.06,51.71,4.87
263,0.09,17.76,2.29,0.11,17.07,2.14,-0.08,32.75,3.42,-0.05,6.84,0.61,0.04,188.72,14.45,0.01,55.46,4.60
264,0.10,17.88,2.37,0.08,16.53,1.75,0.00,35.19,3.05,0.06,7.64,0.78,0.02,185.77,13.13,-0.04,52.88,4.57
265,-0.08,14.98,1.75,-0.02,15.04,1.23,0.02,36.09,3.23,-0.01,7.07,0.59,0.03,186.76,13.51,0.02,56.43,4.85
266,0.04,16.76,1.78,0.05,16.08,1.50,0.00,35.45,3.09,-0.05,6.80,0.62,0.01,183.96,12.51,0.04,57.31,5.18
267,-0.03,15.76,1.61,-0.01,15.16,1.23,0.05,37.35,3.74,0.03,7.35,0.65,0.01,183.62,12.40,-0.03,53.75,4.46
268,0.11,18.05,2.48,0.02,15.66,1.32,-0.01,35.15,3.04,0.02,7.31,0.63,0.00,182.06,12.06,0.08,59.55,6.39
269,-0.02,15.90,1.61,-0.03,14.90,1.23,-0.01,35.04,3.04,0.04,7.42,0.67,0.04,188.29,14.23,-0.04,52.70,4.60
270,-0.17,13.60,2.53,-0.06,14.41,1.33,-0.05,33.49,3.17,-0.05,6.81,0.61,-0.04,174.79,12.04,-0.06,51.86,4.82
271,-0.06,15.28,1.66,-0.02,15.03,1.23,0.03,36.41,3.34,-0.02,7.03,0.59,-0.02,178.56,11.69,-0.03,53.76,4.46
272,0.03,16.68,1.75,0.07,16.38,1.66,0.08,38.49,4.41,0.01,7.20,0.61,0.01,182.47,12.15,0.02,56.28,4.80
273,0.05,17.00,1.88,-0.02,15.01,1.23,-0.02,34.56,3.03,-0.01,7.06,0.59,0.02,184.27,12.61,0.00,54.86,4.50
274,-0.02,15.78,1.61,0.00,15.26,1.24,0.06,37.44,3.78,-0.02,7.05,0.59,0.01,183.69,12.42,-0.06,52.15,4.73
275,0.05,17.02,1.88,-0.02,15.04,1.23,0.12,39.67,5.28,0.01,7.25,0.62,0.00,181.89,12.03,0.01,55.67,4.64
276,-0.03,15.64,1.61,-0.01,15.17,1.23,0.02,36.11,3.24,-0.05,6.80,0.62,-0.05,173.17,12.46,0.03,56.61,4.91
277,-0.03,15.71,1.61,0.05,16.10,1.50,-0.01,34.98,3.03,-0.01,7.08,0.59,0.02,184.95,12.84,0.03,57.01,5.05
278,0.03,16.67,1.75,0.03,15.77,1.36,-0.01,34.85,3.03,-0.02,7.05,0.59,0.03,186.51,13.39,-0.02,53.80,4.46
279,0.02,16.48,1.69,0.05,16.12,1.51,0.05,37.12,3.63,0.01,7.23,0.61,0.03,186.17,13.27,-0.08,51.06,5.12
280,0.00,16.17,1.63,0.00,15.40,1.26,0.01,35.85,3.16,0.01,7.23,0.61,-0.02,178.09,11.69,0.06,58.62,5.84
281,0.08,17.53,2.15,0.05,16.16,1.53,0.04,36.67,3.43,0.05,7.49,0.70,0.04,189.50,14.83,0.04,57.63,5.33
282,0.03,16.58,1.72,-0.04,14.74,1.25,0.04,36.88,3.52,-0.02,7.05,0.59,0.00,182.02,12.05,0.01,55.61,4.63
283,-0.03,15.72,1.61,-0.06,14.37,1.34,0.01,35.56,3.11,-0.08,6.59,0.69,-0.01,180.43,11.78,-0.02,54.01,4.46
284,0.01,16.36,1.67,0.05,16.17,1.54,0.05,37.28,3.71,0.03,7.39,0.66,0.01,182.77,12.21,0.04,57.29,5.17
285,0.06,17.19,1.96,-0.06,14.47,1.32,0.03,36.33,3.31,0.06,7.61,0.76,-0.04,174.26,12.16,-0.11,49.48,5.94
286,0.16,18.98,3.22,0.03,15.78,1.37,-0.02,34.77,3.03,-0.02,7.05,0.59,0.00,181.03,11.87,-0.06,51.99,4.78
287,0.02,16.52,1.70,0.00,15.39,1.26,-0.07,32.87,3.36,-0.02,7.03,0.59,0.04,188.69,14.43,0.04,57.10,5.08
288,-0.01,16.03,1.61,-0.02,15.09,1.23,0.03,36.38,3.33,-0.02,6.99,0.59,-0.01,179.26,11.72,-0.03,53.46,4.49
289,0.07,17.28,2.01,0.06,16.34,1.63,-0.01,34.92,3.03,-0.03,6.96,0.59,0.04,189.40,14.78,0.07,59.18,6.17
290,0.10,17.92,2.40,0.04,15.95,1.43,0.06,37.59,3.86,0.02,7.33,0.64,-0.01,179.90,11.75,-0.06,51.86,4.82
291,0.08,17.48,2.12,0.09,16.70,1.87,0.02,36.20,3.27,0.03,7.39,0.66,-0.01,180.48,11.78,0.03,56.81,4.98
292,0.08,17.57,2.17,0.04,16.03,1.47,-0.02,34.54,3.03,0.08,7.79,0.87,0.01,183.29,12.31,-0.04,53.09,4.54
293,0.03,16.63,1.74,-0.02,15.01,1.23,-0.08,32.55,3.50,-0.04,6.89,0.60,0.00,180.99,11.86,0.06,58.36,5.69
294,0.02,16.51,1.70,0.04,15.96,1.44,-0.05,33.79,3.11,0.07,7.68,0.80,0.03,187.39,13.80,-0.01,54.37,4.47
295,0.04,16.80,1.79,0.01,15.49,1.28,0.04,36.67,3.43,0.03,7.40,0.66,-0.03,176.15,11.85,0.11,61.29,7.66
296,0.08,17.43,2.09,-0.04,14.70,1.26,0.02,36.07,3.23,0.01,7.23,0.61,0.00,180.92,11.85,0.01,55.49,4.61
297,0.08,17.55,2.16,0.00,15.30,1.24,-0.04,34.02,3.07,0.01,7.23,0.61,0.01,184.17,12.57,0.05,57.87,5.44
298,-0.13,14.12,2.16,-0.06,14.44,1.32,-0.03,34.18,3.05,-0.02,7.02,0.59,-0.07,169.53,13.83,-0.04,52.93,4.56
299,0.04,16.77,1.78,0.04,15.92,1.42,0.08,38.30,4.28,-0.01,7.11,0.59,0.01,184.21,12.59,-0.02,53.99,4.46
300,-0.03,15.67,1.61,-0.02,14.96,1.23,-0.04,34.12,3.06,0.01,7.22,0.61,0.01,183.67,12.41,-0.06,52.03,4.77
301,-0.01,15.96,1.61,-0.01,15.23,1.23,-0.05,33.59,3.14,-0.02,7.04,0.59,-0.03,176.85,11.77,0.02,56.03,4.73
302,-0.04,15.48,1.63,0.02,15.63,1.32,-0.06,33.16,3.27,-0.03,6.95,0.59,0.02,184.87,12.81,0.09,60.16,6.82
303,0.03,16.70,1.76,0.03,15.73,1.35,-0.04,33.98,3.08,0.02,7.34,0.64,0.02,184.37,12.64,0.06,58.44,5.73
304,-0.08,14.93,1.76,0.00,15.33,1.25,-0.01,34.87,3.03,-0.05,6.80,0.62,-0.01,179.25,11.72,-0.09,50.32,5.46
305,0.09,17.74,2.27,0.06,16.29,1.60,0.01,35.69,3.14,0.02,7.31,0.63,0.07,194.61,18.08,-0.05,52.33,4.68
306,0.00,16.12,1.62,0.02,15.59,1.30,-0.07,33.11,3.28,0.03,7.35,0.64,0.05,190.48,15.39,-0.01,54.64,4.48
307,-0.01,16.03,1.62,0.04,15.93,1.42,-0.03,34.36,3.03,0.04,7.44,0.68,-0.04,175.12,11.98,0.00,54.93,4.51
308,0.03,16.73,1.77,-0.01,15.12,1.23,0.04,36.77,3.47,-0.02,6.99,0.59,0.04,188.85,14.51,0.02,56.24,4.79
309,0.09,17.71,2.26,0.02,15.65,1.32,0.00,35.48,3.10,0.07,7.68,0.80,-0.02,177.30,11.72,-0.02,54.12,4.46
310,0.05,16.99,1.87,0.02,15.71,1.34,-0.03,34.40,3.03,0.03,7.38,0.65,0.02,184.28,12.61,-0.02,53.78,4.46
311,-0.07,15.03,1.73,-0.04,14.78,1.25,0.02,35.94,3.19,-0.06,6.75,0.63,-0.02,177.26,11.72,0.04,57.39,5.21
312,0.05,17.00,1.88,0.03,15.77,1.36,0.03,36.47,3.36,-0.02,6.99,0.59,0.03,187.46,13.83,-0.02,54.04,4.46
313,0.00,16.10,1.62,-0.07,14.36,1.35,0.02,36.12,3.24,-0.07,6.67,0.66,0.00,182.21,12.09,-0.01,54.40,4.47
314,0.02,16.45,1.68,0.10,16.86,1.98,-0.01,34.90,3.03,0.00,7.15,0.60,-0.01,180.44,11.78,0.06,58.73,5.90
315,-0.01,16.02,1.61,0.05,16.19,1.55,0.01,35.76,3.15,-0.06,6.73,0.64,-0.01,179.48,11.73,-0.01,54.42,4.47
316,0.00,16.20,1.64,-0.01,15.16,1.23,0.00,35.54,3.11,-0.02,7.04,0.59,0.01,183.22,12.30,0.03,56.73,4.95
317,0.00,16.16,1.63,0.01,15.47,1.28,-0.05,33.50,3.17,-0.05,6.82,0.61,0.06,193.19,17.08,0.00,55.34,4.58
318,0.11,18.02,2.47,0.03,15.77,1.36,0.07,37.83,4.00,0.06,7.57,0.74,0.02,184.45,12.66,0.03,56.68,4.94
319,0.07,17.37,2.06,-0.01,15.22,1.23,0.01,35.63,3.12,0.00,7.18,0.60,0.01,183.84,12.47,0.03,56.55,4.89
320,-0.11,14.52,1.94,-0.05,14.60,1.28,0.04,36.64,3.42,0.05,7.55,0.73,-0.06,171.01,13.19,-0.04,53.05,4.54
321,0.04,16.87,1.82,0.01,15.53,1.29,0.03,36.29,3.30,-0.03,6.95,0.59,0.02,184.81,12.79,-0.05,52.37,4.67
322,-0.03,15.65,1.61,-0.04,14.78,1.25,0.04,36.77,3.47,-0.03,6.94,0.59,0.01,183.88,12.48,-0.03,53.42,4.49
323,0.02,16.48,1.69,-0.02,15.09,1.23,0.04,36.73,3.45,0.01,7.24,0.61,0.00,182.40,12.13,-0.04,52.88,4.57
324,-0.05,15.43,1.64,-0.01,15.15,1.23,-0.04,33.95,3.08,-0.01,7.12,0.59,0.01,183.38,12.33,-0.05,52.23,4.71
325,0.05,16.93,1.84,0.03,15.77,1.36,0.09,38.71,4.56,0.02,7.28,0.62,-0.01,180.20,11.77,0.00,55.06,4.53
326,-0.03,15.67,1.61,-0.05,14.63,1.27,0.00,35.47,3.10,-0.05,6.83,0.61,-0.04,174.43,12.12,-0.06,52.17,4.73
327,-0.04,15.46,1.63,-0.01,15.18,1.23,0.02,36.06,3.22,0.03,7.34,0.64,-0.01,180.30,11.77,-0.02,53.86,4.46
328,-0.01,16.07,1.62,-0.02,15.08,1.23,-0.01,34.91,3.03,0.00,7.16,0.60,0.00,181.39,11.93,-0.06,51.96,4.79
329,-0.10,14.64,1.88,-0.03,14.85,1.24,0.00,35.23,3.05,-0.03,6.94,0.59,0.03,187.13,13.68,0.00,55.00,4.52
330,0.05,16.91,1.84,-0.01,15.20,1.23,0.00,35.48,3.10,-0.01,7.11,0.59,0.03,187.55,13.87,0.02,56.25,4.79
331,-0.07,15.12,1.70,-0.04,14.79,1.25,-0.01,35.03,3.04,-0.04,6.86,0.60,-0.02,178.77,11.70,0.04,57.49,5.26
332,-0.05,15.32,1.66,0.02,15.63,1.32,0.01,35.68,3.13,-0.10,6.49,0.74,0.03,187.94,14.06,-0.04,52.84,4.57
333,0.01,16.34,1.66,-0.05,14.55,1.29,0.01,35.54,3.11,0.03,7.36,0.65,0.00,181.23,11.90,-0.08,51.07,5.12
334,-0.07,15.12,1.70,0.02,15.60,1.31,0.04,36.66,3.42,-0.04,6.90,0.60,-0.04,173.76,12.30,-0.02,54.07,4.46
335,-0.04,15.55,1.62,-0.09,13.99,1.51,-0.01,34.96,3.04,-0.04,6.91,0.60,-0.05,173.20,12.45,-0.04,53.13,4.53
336,-0.10,14.65,1.88,-0.01,15.16,1.23,-0.05,33.62,3.14,0.01,7.22,0.61,0.04,189.09,14.63,-0.01,54.58,4.48
337,0.01,16.30,1.65,-0.04,14.80,1.25,-0.03,34.32,3.03,-0.06,6.73,0.64,-0.01,179.89,11.75,-0.02,54.18,4.47
338,-0.02,15.87,1.61,0.05,16.04,1.48,-0.04,33.85,3.10,0.08,7.75,0.85,-0.02,177.24,11.72,-0.06,51.67,4.88
339,-0.04,15.54,1.62,-0.06,14.47,1.32,0.01,35.67,3.13,0.00,7.15,0.60,0.01,183.97,12.51,0.07,59.04,6.09
340,0.06,17.11,1.92,-0.05,14.60,1.28,-0.03,34.41,3.03,-0.02,7.03,0.59,-0.03,176.27,11.83,0.08,59.46,6.34
341,-0.07,15.11,1.71,-0.01,15.24,1.24,0.02,35.97,3.20,-0.02,7.04,0.59,-0.03,176.83,11.77,0.03,56.87,5.00
342,0.11,18.01,2.46,0.01,15.49,1.28,0.08,38.24,4.24,0.02,7.28,0.62,0.00,181.73,12.00,0.00,54.86,4.50
343,0.13,18.35,2.71,-0.01,15.24,1.24,0.00,35.39,3.08,0.02,7.34,0.64,-0.03,176.12,11.85,0.04,57.52,5.27
344,0.01,16.29,1.65,0.00,15.33,1.25,0.00,35.25,3.06,0.04,7.47,0.69,-0.01,180.56,11.79,0.02,56.25,4.79
345,-0.04,15.45,1.64,0.00,15.34,1.25,0.01,35.75,3.15,0.00,7.19,0.60,-0.01,180.31,11.77,-0.05,52.20,4.72
346,0.05,17.04,1.89,0.01,15.43,1.27,-0.01,35.03,3.04,0.02,7.33,0.64,-0.03,176.14,11.85,-0.02,53.93,4.46
347,-0.01,16.02,1.61,0.02,15.59,1.31,-0.08,32.50,3.53,-0.04,6.90,0.60,-0.03,175.84,11.88,0.02,55.98,4.71
348,-0.03,15.69,1.61,0.06,16.24,1.57,0.01,35.59,3.12,0.03,7.39,0.66,-0.02,177.35,11.71,-0.03,53.47,4.49
349,-0.01,16.00,1.61,0.00,15.36,1.26,-0.03,34.31,3.04,0.00,7.19,0.61,-0.01,180.40,11.78,0.02,56.31,4.81
350,0.04,16.75,1.78,0.03,15.84,1.39,-0.01,35.02,3.04,-0.01,7.11,0.59,0.03,186.69,13.47,0.02,56.17,4.77
351,0.08,17.44,2.09,0.07,16.45,1.70,0.00,35.45,3.09,0.07,7.65,0.79,0.02,185.33,12.97,-0.03,53.60,4.47
352,0.15,18.86,3.12,0.04,15.98,1.45,0.04,36.78,3.47,0.06,7.61,0.76,0.00,180.72,11.82,0.11,61.81,8.07
353,0.04,16.77,1.78,-0.02,15.07,1.23,0.06,37.42,3.77,0.02,7.33,0.64,-0.02,178.60,11.69,0.00,55.35,4.58
354,-0.04,15.50,1.63,0.01,15.45,1.27,-0.01,35.04,3.04,0.04,7.44,0.68,-0.01,180.54,11.79,-0.02,54.22,4.47
355,0.05,16.93,1.84,0.04,15.98,1.44,-0.03,34.27,3.04,0.01,7.24,0.61,-0.02,178.16,11.69,-0.06,52.09,4.75
356,0.01,16.30,1.65,-0.08,14.09,1.46,-0.03,34.34,3.03,-0.03,6.96,0.59,-0.02,178.71,11.70,0.00,55.00,4.52
357,-0.12,14.34,2.04,-0.07,14.31,1.37,-0.06,33.26,3.24,-0.02,7.01,0.59,-0.01,179.07,11.71,0.01,55.63,4.63
358,0.04,16.75,1.78,-0.01,15.22,1.23,-0.02,34.58,3.03,-0.06,6.74,0.63,0.04,188.30,14.24,-0.06,52.06,4.76
359,0.03,16.65,1.75,0.00,15.40,1.26,-0.03,34.16,3.06,-0.04,6.90,0.60,0.00,181.50,11.95,0.03,57.01,5.05
